railroad,symbol,yard,kind,block,next_train,members,resolved,yard_ids,unresolved
BNSF,NBYWSP1-##A,Belen,at,Willow Springs,,,id:1410,1135,
BNSF,NBYWSP8-##A,Belen,at,Logistics Park Kansas City,,,id:2454,1135,
BNSF,NBYWSP8-##A,Belen,at,Willow Springs,,,id:1410,1135,
BNSF,NBYALT1-##A,Belen,at,Alliance,,,id:1356,1135,
BNSF,MEMLAC8-##A,Clovis,at,Hobart,,,id:1007,1040,
BNSF,STOWSP7-##A,Belen,at,Willow Springs,,,id:1410,1135,
BNSF,STOWSP2-##A,Belen,at,Willow Springs,,,id:1410,1135,
BNSF,STOWSP3-##A,Belen,at,Logistics Park KC,,,id:2454,1135,
BNSF,STOWSP3-##A,Belen,at,Willow Springs,,,id:1410,1135,
BNSF,STOLPK8-##A,Belen,at,Logistics Park KC,,,id:2454,1135,
BNSF,STOCHC8-##A,Belen,at,Chicago Cicero,,,id:1470,1135,
BNSF,WSPPHX2-##U,Kansas City Argentine Yard,at,Belen,,Albuquerque,id:1032,1620,
BNSF,WSPPHX2-##U,Kansas City Argentine Yard,at,Glendale,,,id:1685,1620,
BNSF,WSPLPK1-##U,1410,at,Logistics Park KC,,,id:2454,,
BNSF,WSPALT8-##A,Logistics Park Kansas City,at,Alliance,,,id:1356,2454,
BNSF,WSPALT8-##A,Logistics Park Kansas City,at,Logistics Park KC,,,id:2454,2454,
BNSF,WSPALT3-##U,Kansas City Argentine Yard,at,Alliance,,,id:1356,1620,
BNSF,WSPSBD3-##U,Belen,at,San Bernardino,,,id:1102,1135,
BNSF,WSPSTO2-##A,Belen,at,Mariposa,,,id:1313,1135,
BNSF,WSPLAC7-##A,Belen,at,LA Hobart,,,id:1007,1135,
BNSF,WSPLAC7-##A,Belen,at,San Bernardino,,,id:1102,1135,
BNSF,WSPLAC2-##U,Belen,at,LA Hobart,,,id:1007,1135,
BNSF,WSPLAC8-##A,Belen,at,Logistics Park KC,,,id:2454,1135,
BNSF,WSPLAC8-##A,Belen,at,San Bernardino,,if needed,,1135,
BNSF,WSPLAC8-##A,Belen,at,LA Hobart,,,id:1007,1135,
BNSF,WSPNBY1-##U,North Bay,at,North Bay,,,id:1419,1419,
BNSF,STPCHC3-##A,1491,at,Chicago Cicero,,,id:1470,,
BNSF,CHCSSE1-##U,Minot Gavin Yard,at,South Seattle,,,id:1628,1582,
BNSF,SPOSSE8-##A,1742,at,South Seattle,,,id:1628,,
BNSF,STPCHC3-##U,1491,at,LA Hobart,Q-CHCCHI6,,id:1007,,
BNSF,STPCHC3-##U,1491,at,Chicago Cicero,,,id:1470,,
BNSF,CHCSTP1-##U,1470,at,St. Paul Intermodal,,,id:1176 id:1183 id:1391 id:1491 id:1540 id:1661 id:3271 id:3444 id:3445 id:3446,,
BNSF,CHCPTL3-##A,Minot Gavin Yard,at,Lake Yard,,,,1582,Lake Yard
BNSF,CHCPTL8-##W,Pasco,at,South Seattle,,,id:1628,1573,
BNSF,CHCPTL8-##W,Pasco,at,Portland Lake Yard,,,id:1868,1573,
BNSF,CHIALT8-##A,Kansas City Argentine Yard,at,Alliance,,,id:1356,1620,
BNSF,CHIALT8-##A,Kansas City Argentine Yard,at,Mexico Eagle Pass BNSF,,,id:2446,1620,
BNSF,CHISTO8-##A,Belen,at,Clovis,,grouped by destination,,1135,
BNSF,CHISTO8-##A,Belen,at,Gallup,Z-WINPHX/Glendale,,id:1252,1135,
BNSF,CHISTO8-##A,Belen,at,Mariposa,,,id:1313,1135,
BNSF,BELALT4-##A,1135,at,Alliance,,,id:1356,,
BNSF,SSECHC2-##A,Minot Gavin Yard,at,Chicago Cicero,,,id:1470,1582,
BNSF,SSECHC8-##A,Spokane Yardley,at,Spokane,,,id:1741 id:1742 id:1743 id:1876 id:2202 id:2212 id:3179 id:3646,1742,
BNSF,SSECHC8-##A,Spokane Yardley,at,St. Paul,,,id:1176 id:1183 id:1391 id:1491 id:1540 id:1661 id:3271 id:3444 id:3445 id:3446,1742,
BNSF,SSECHC8-##A,Spokane Yardley,at,Chicago Cicero,,,id:1470,1742,
BNSF,SSESPO1-##P,1628,at,Spokane,,,id:1741 id:1742 id:1743 id:1876 id:2202 id:2212 id:3179 id:3646,,
BNSF,SSESPO1-##P,1628,at,St. Paul,Q-SPOSTP6,,id:1176 id:1183 id:1391 id:1491 id:1540 id:1661 id:3271 id:3444 id:3445 id:3446,,
BNSF,PTLCHC8-##M,Spokane Yardley,at,Spokane,,,id:1741 id:1742 id:1743 id:1876 id:2202 id:2212 id:3179 id:3646,1742,
BNSF,PTLCHC8-##M,Spokane Yardley,at,St. Paul,,,id:1176 id:1183 id:1391 id:1491 id:1540 id:1661 id:3271 id:3444 id:3445 id:3446,1742,
BNSF,PTLCHC8-##M,Spokane Yardley,at,Chicago Cicero,,,id:1470,1742,
BNSF,PTLCHC8-##A,Spokane Yardley,at,Spokane,,,id:1741 id:1742 id:1743 id:1876 id:2202 id:2212 id:3179 id:3646,1742,
BNSF,PTLCHC8-##A,Spokane Yardley,at,St. Paul,,,id:1176 id:1183 id:1391 id:1491 id:1540 id:1661 id:3271 id:3444 id:3445 id:3446,1742,
BNSF,PTLCHC8-##A,Spokane Yardley,at,Chicago Cicero,,,id:1470,1742,
BNSF,PTLCHC4-##U,Minot Gavin Yard,at,Chicago Cicero,,,id:1470,1582,
BNSF,PTLCHC7-##A,Minot Gavin Yard,at,St. Paul,,,id:1176 id:1183 id:1391 id:1491 id:1540 id:1661 id:3271 id:3444 id:3445 id:3446,1582,
BNSF,PTLCHC7-##A,Minot Gavin Yard,at,Chicago Cicero,,,id:1470,1582,
BNSF,SPOPTL8-##A,1742,at,Portland Lake Yard,,,id:1868,,
BNSF,CLOPHX6-##A,Glendale BNSF,at,Glendale BNSF IM.,,,id:1973 class:im,1973,
BNSF,CHCDEN3-##A,1470,at,Denver Rennicks,,,id:1981,,
BNSF,DENCHC3-##A,1981,at,Chicago Cicero,,,id:1470,,
BNSF,ALTLAC8-##A,Belen,at,Clovis,Glendale Z-CLOPHX,,id:1040,1135,
BNSF,ALTLAC8-##A,Belen,at,Los Angeles Hobart Yard,,,id:1007,1135,
BNSF,ALTWSP8-##A,1556,at,Willow Springs,,,id:1410,,
BNSF,ALTEAP1-##A,Temple,at,Mexico Eagle Pass BNSF,,,id:2446,2330|3741,
BNSF,EAPALT1-##A,Temple,at,Alliance,,grouped by destination,,2330|3741,
BNSF,CLOALT9-##A,1040,at,Alliance,,,id:1356,,
BNSF,NYCLAC3-##U,Fort Madison,at,LA Hobart,,,id:1007,1809,
BNSF,LPKSTO3-##P,Clovis,at,Mariposa,,,id:1313,1040,
BNSF,LACWSP7-##A,Clovis,at,Logistics Park KC,,,id:2454,1040,
BNSF,LACWSP7-##A,Clovis,at,Willow Springs,,,id:1410,1040,
BNSF,LACNWH3-##P,Belen,at,Northwest Ohio,,,id:2047,1135,
BNSF,LACCHI7-##P,Clovis,at,Corwith Yard,,,id:1072,1040,
BNSF,LACCXB7-##P,Belen,at,Bedford Park --> CSX I002 Jersey City N. Bergen CSX.,,,,1135,Bedford Park --> CSX I002 Jersey City N. Bergen CSX
BNSF,DENCHC9-##A,Omaha Gibson Yard,at,Omaha,,,id:2203,2203,
BNSF,DENCHC9-##A,Omaha Gibson Yard,at,Chicago Cicero,,,id:1470,2203,
BNSF,CHCDEN8-##A,Lincoln Hobson Yard,at,Omaha,,,id:2203,1293,
BNSF,CHCDEN8-##A,Lincoln Hobson Yard,at,Denver,,,id:1718 id:1769 id:1770 id:1800 id:1976 id:1977 id:1978 id:1979 id:1980 id:1981 id:2407,1293,
BNSF,CHIEAP8-##A,Kansas City Argentine Yard,at,Mexico Eagle Pass BNSF,,,id:2446,1620,
BNSF,EAPCHI8-##A,Kansas City Argentine Yard,at,Logistics Park KC,,,id:2454,1620,
BNSF,CHILAC6-##A,Belen,at,Clovis,,Glendale,id:1685,1135,
BNSF,CHILAC6-##A,Belen,at,San Bernardino,,,id:1102,1135,
BNSF,CHILAC6-##A,Belen,at,LA Hobart,,,id:1007,1135,
BNSF,CHIPHX6-##A,Glendale,at,Albuquerque,,,id:1032,1685,
BNSF,CHIPHX6-##A,Glendale,at,Glendale,,,id:1685,1685,
BNSF,LPKCHI8-##A,2454,at,Chicago Corwith,,,id:1072,,
BNSF,NWHLAC3-##P,Belen,at,LA Hobart,,,id:1007,1135,
BNSF,LACCLO6-##A,1007,at,Clovis,Z-CLOPEA6,Pearland,id:1358,,
BNSF,LACCLO6-##A,1007,at,Clovis,Z-CLOALT9,Alliance,id:1356,,
BNSF,CLOPEA6-##A,1040,at,Pearland,,,id:1358,,
BNSF,ALTLBE1-##A,Clovis,at,Clovis,,Oakland BNSF IM only,id:2237 class:im,1040,
BNSF,ALTLBE1-##A,Clovis,at,Long Beach Container Terminal BNSF IM,,,id:2516 class:im,1040,
BNSF,ALTLBE1-##A,Clovis,at,Long Beach Toyota BNSF Empty Autoracks,,,id:3095 class:auto class:empty,1040,
BNSF,ALTLBT1-##A,Clovis,at,Clovis,,Oakland BNSF IM only,id:2237 class:im,1040,
BNSF,ALTLBT1-##A,Clovis,at,Long Beach Pier T IM,,,id:1149 id:3101 class:im,1040,
BNSF,ALTLHG1-##A,Clovis,at,Clovis,,Oakland BNSF IM only,id:2237 class:im,1040,
BNSF,ALTLHG1-##A,Clovis,at,LA Global South BNSF IM,,,id:1163 class:im,1040,
BNSF,ALTLHW1-##A,Clovis,at,Los Angeles West Basin BNSF IM,,,id:3102 class:im,1040,
BNSF,ALTLHW1-##A,Clovis,at,Los Angeles Nissan BNSF Empty Autoracks,,,id:3105 class:auto class:empty,1040,
BNSF,LPCLBJ1-##A,Clovis,at,Long Beach PCT BNSF,,,id:2514,1040,
BNSF,LPCLBJ1-##A,Clovis,at,Long Beach Toyota BNSF Empty Autoracks,,,id:3095 class:auto class:empty,1040,
BNSF,LBJLPC1-##A,Clovis,at,Clovis,,Denver Rennicks,id:1981,1040,
BNSF,LBJLPC1-##A,Clovis,at,Amarillo Zita,,,id:1443,1040,
BNSF,LBJLPC1-##A,Clovis,at,Logistics Park Chicago,,,id:1505,1040,
BNSF,LBELPC1-##K,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBELPC1-##K,Clovis,at,Amarillo Zita,,,id:1443,1040,
BNSF,LBELPC1-##K,Clovis,at,Logistics Park Chicago,,,id:1505,1040,
BNSF,LBTLPC1-##K,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBTLPC1-##K,Clovis,at,Amarillo Zita,,,id:1443,1040,
BNSF,LBTLPC1-##K,Clovis,at,Logistics Park Chicago,,,id:1505,1040,
BNSF,LBJCLO1-##A,Barstow,at,Clovis,,grouped by destination,,1029,
BNSF,LHAALT1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHGCLO1-##A,Barstow,at,Clovis,,grouped by destination,,1029,
BNSF,LHTLPK1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHTLPK1-##A,Clovis,at,Logistics Park Kansas City,,,id:2454,1040,
BNSF,LHTLPC1-##L,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHTLPC1-##L,Clovis,at,Amarillo Zita,,,id:1443,1040,
BNSF,LHTLPC1-##L,Clovis,at,Logistics Park Chicago,,,id:1505,1040,
BNSF,LHTCLO1-##A,Barstow,at,Clovis,,grouped by destination,,1029,
BNSF,LHWLPC1-##L,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHWLPC1-##L,Clovis,at,Amarillo Zita,,,id:1443,1040,
BNSF,LHWLPC1-##L,Clovis,at,Logistics Park Chicago,,,id:1505,1040,
BNSF,LHWCLO1-##A,Barstow,at,Clovis,,grouped by destination,,1029,
BNSF,MEMLBE1-##L,Clovis,at,Clovis,,Oakland BNSF only --> S-CLOOIG,id:2237,1040,
BNSF,MEMLBE1-##L,Clovis,at,Long Beach Container Terminal BNSF,,,id:2516,1040,
BNSF,MEMLBE1-##L,Clovis,at,Long Beach Toyota BNSF Empty Autoracks,,,id:3095 class:auto class:empty,1040,
BNSF,MEMLHG1-##A,Clovis,at,Clovis,,Oakland BNSF only --> S-CLOOIG,id:2237,1040,
BNSF,MEMLHG1-##A,Clovis,at,LA Global South BNSF,,,id:1163,1040,
BNSF,MEMLHA1-##L,Clovis,at,Clovis,,Oakland BNSF only --> S-CLOOIG,id:2237,1040,
BNSF,MEMLHA1-##L,Clovis,at,LA Pier 400 BNSF,,,id:1152,1040,
BNSF,MEMSCO1-##L,Clovis,at,LA/LB Ports International Containers,,grouped by destination,,1040,
BNSF,OIGPEA1-##A,Clovis,at,Clovis IM,,grouped by destination,,1040,
BNSF,OIGPEA1-##A,Clovis,at,Pearland IM,,,id:1358 class:im,1040,
BNSF,LPCTAC1-##A,Minot Gavin Yard,at,Tacoma,,grouped by destination,,1582,
BNSF,LBECLO1-##A,Barstow,at,Clovis,,grouped by destination,,1029,
BNSF,LHTALT1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBJALT1-##L,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBJMEM1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBJMEM1-##A,Clovis,at,Memphis IM,,,id:1165 id:1172 id:1435 id:1445 id:1446 id:1449 id:1450 id:1921 id:1923 id:1983 id:2076 id:2915 class:im,1040,
BNSF,LBJLPK1-##L,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBJLPK1-##L,Clovis,at,Logistics Park Kansas City,,,id:2454,1040,
BNSF,LBEALT1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBEMEM1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBEMEM1-##A,Clovis,at,Memphis IM,,,id:1165 id:1172 id:1435 id:1445 id:1446 id:1449 id:1450 id:1921 id:1923 id:1983 id:2076 id:2915 class:im,1040,
BNSF,LBTALT1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHGALT1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHGMEM1-##L,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHGMEM1-##L,Clovis,at,Memphis IM,,,id:1165 id:1172 id:1435 id:1445 id:1446 id:1449 id:1450 id:1921 id:1923 id:1983 id:2076 id:2915 class:im,1040,
BNSF,LHGDEN1-##A,LA Global South,leaving,Clovis,,destinations other than Denver,,1163|3099,destinations other than Denver
BNSF,LHGDEN1-##A,LA Global South,leaving,Denver,,,id:1718 id:1769 id:1770 id:1800 id:1976 id:1977 id:1978 id:1979 id:1980 id:1981 id:2407,1163|3099,
BNSF,SEACHC1-##A1,Seattle,leaving,Minot,,,id:1582,1481|1538|1803|2008,
BNSF,SEACHC1-##A1,Seattle,leaving,La Crosse,,"CSX and NS connections, grouped by railroad and destination",,1481|1538|1803|2008,
BNSF,SEACHC1-##A1,Seattle,leaving,Chicago Cicero,,terminating only - no connecting traffic,,1481|1538|1803|2008,
BNSF,LPCTCB1-##E,Minot Gavin Yard,at,Tacoma Washington United Terminal BNSF International Containers,,,,1582,Tacoma Washington United Terminal BNSF International Containers
BNSF,LBTLPK1-##K,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBTLPK1-##K,Clovis,at,Logistics Park Kansas City,,,id:2454,1040,
BNSF,LBTMEM1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBTMEM1-##A,Clovis,at,Memphis IM,,,id:1165 id:1172 id:1435 id:1445 id:1446 id:1449 id:1450 id:1921 id:1923 id:1983 id:2076 id:2915 class:im,1040,
BNSF,LHWALT1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LPCLHA1-##L,Clovis,at,LA Pier 400 BNSF,,,id:1152,1040,
BNSF,MEMLBT1-##A,Clovis,at,Clovis,,Oakland BNSF only --> S-CLOOIG,id:2237,1040,
BNSF,MEMLBT1-##A,Clovis,at,Long Beach Pier T BNSF,,,id:1149,1040,
BNSF,LBTCXO1-##L,Clovis,at,Fort Madison,,NS connections,,1040,
BNSF,LBTCXO1-##L,Clovis,at,"South Kearney, NJ",,3294,id:3294,1040,
BNSF,LBTCXO1-##L,Clovis,at,"W. Springfield, MA",,1002,id:1002,1040,
BNSF,LBTCXO1-##L,Clovis,at,"Syracuse DeWitt, NY",,1625,id:1625,1040,
BNSF,LHACXO1-##L,Clovis,at,Fort Madison,,NS connections,,1040,
BNSF,LHACXO1-##L,Clovis,at,"South Kearney, NJ",,3294,id:3294,1040,
BNSF,LHACXO1-##L,Clovis,at,"W. Springfield, MA",,1002,id:1002,1040,
BNSF,LHACXO1-##L,Clovis,at,"Syracuse DeWitt, NY",,1625,id:1625,1040,
BNSF,SEFLPC1-##A,Minot Gavin Yard,at,Logistics Park Chicago,,,id:1505,1582,
BNSF,LPCSEF1-##A,Minneapolis Northtown Yard,at,West Seattle BNSF International Containers,,,,1593,West Seattle BNSF International Containers
BNSF,OIGCXO1-##C,Clovis,at,Fort Madison,,NS connections,,1040,
BNSF,OIGCXO1-##C,Clovis,at,"South Kearney, NJ",,3294,id:3294,1040,
BNSF,OIGCXO1-##C,Clovis,at,"W. Springfield, MA",,1002,id:1002,1040,
BNSF,OIGCXO1-##C,Clovis,at,"Syracuse DeWitt, NY",,1625,id:1625,1040,
BNSF,LHWCXO1-##L,Clovis,at,Fort Madison,,NS connections,,1040,
BNSF,LHWCXO1-##L,Clovis,at,"South Kearney, NJ",,3294,id:3294,1040,
BNSF,LHWCXO1-##L,Clovis,at,"W. Springfield, MA",,1002,id:1002,1040,
BNSF,LHWCXO1-##L,Clovis,at,"Syracuse DeWitt, NY",,1625,id:1625,1040,
BNSF,LHWLPK1-##L,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHWLPK1-##L,Clovis,at,Logistics Park Kansas City,,,id:2454,1040,
BNSF,LHWMEM1-##L,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHWMEM1-##L,Clovis,at,Memphis IM,,,id:1165 id:1172 id:1435 id:1445 id:1446 id:1449 id:1450 id:1921 id:1923 id:1983 id:2076 id:2915 class:im,1040,
BNSF,LHWNSA1-##L,Clovis,at,Clovis,,,id:1040,1040,
BNSF,LHWNSA1-##L,Clovis,at,Fort Madison,,CSX; grouped by destination; no GA cars,,1040,CSX; grouped by destination; no GA cars
BNSF,LHWSTL1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHWSTL1-##A,Clovis,at,St. Louis Lindenwood,,,id:1736,1040,
BNSF,LBJHOU1-##A,Clovis,at,Clovis IM,,grouped by destination,,1040,
BNSF,LBJHOU1-##A,Clovis,at,Pearland IM,,,id:1358 class:im,1040,
BNSF,LBJNSA1-##L,Clovis,at,Clovis,,,id:1040,1040,
BNSF,LBJNSA1-##L,Clovis,at,Fort Madison,,CSX; grouped by destination; no GA cars,,1040,CSX; grouped by destination; no GA cars
BNSF,LBJSTL1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBJSTL1-##A,Clovis,at,St. Louis Lindenwood,,,id:1736,1040,
BNSF,LBIALT1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBICLO1-##A,Barstow,at,Clovis,,grouped by destination,,1029,
BNSF,LBILPC1-##L,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBILPC1-##L,Clovis,at,Amarillo Zita,,,id:1443,1040,
BNSF,LBILPC1-##L,Clovis,at,Logistics Park Chicago,,,id:1505,1040,
BNSF,LBILPK1-##L,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBILPK1-##L,Clovis,at,Logistics Park Kansas City,,,id:2454,1040,
BNSF,LBIMEM1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBIMEM1-##A,Clovis,at,Memphis IM,,,id:1165 id:1172 id:1435 id:1445 id:1446 id:1449 id:1450 id:1921 id:1923 id:1983 id:2076 id:2915 class:im,1040,
BNSF,LBELPK1-##L,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBELPK1-##L,Clovis,at,Logistics Park Kansas City,,,id:2454,1040,
BNSF,LBENSA1-##A,Clovis,at,Clovis,,,id:1040,1040,
BNSF,LBENSA1-##A,Clovis,at,Fort Madison,,CSX; grouped by destination; no GA cars,,1040,CSX; grouped by destination; no GA cars
BNSF,LBTCLO1-##A,Barstow,at,Clovis,,grouped by destination,,1029,
BNSF,LBTSTL1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LBTSTL1-##A,Clovis,at,St. Louis Lindenwood,,,id:1736,1040,
BNSF,LHACLO1-##A,Barstow,at,Clovis,,grouped by destination,,1029,
BNSF,LHALPK1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHALPK1-##A,Clovis,at,Logistics Park Kansas City,,,id:2454,1040,
BNSF,LHALPC1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHALPC1-##A,Clovis,at,Amarillo Zita,,,id:1443,1040,
BNSF,LHALPC1-##A,Clovis,at,Logistics Park Chicago,,,id:1505,1040,
BNSF,LHAMEM1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHAMEM1-##A,Clovis,at,Memphis IM,,,id:1165 id:1172 id:1435 id:1445 id:1446 id:1449 id:1450 id:1921 id:1923 id:1983 id:2076 id:2915 class:im,1040,
BNSF,LHASTL1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHASTL1-##A,Clovis,at,St. Louis Lindenwood,,,id:1736,1040,
BNSF,LHGCXO1-##L,Clovis,at,Fort Madison,,NS connections,,1040,
BNSF,LHGCXO1-##L,Clovis,at,"South Kearney, NJ",,3294,id:3294,1040,
BNSF,LHGCXO1-##L,Clovis,at,"W. Springfield, MA",,1002,id:1002,1040,
BNSF,LHGCXO1-##L,Clovis,at,"Syracuse DeWitt, NY",,1625,id:1625,1040,
BNSF,LHGLPC1-##K,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHGLPC1-##K,Clovis,at,Amarillo Zita,,,id:1443,1040,
BNSF,LHGLPC1-##K,Clovis,at,Logistics Park Chicago,,,id:1505,1040,
BNSF,LHGLPK1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHGLPK1-##A,Clovis,at,Logistics Park Kansas City,,,id:2454,1040,
BNSF,LHGNSA1-##L,Clovis,at,Clovis,,,id:1040,1040,
BNSF,LHGNSA1-##L,Clovis,at,Fort Madison,,CSX; grouped by destination; no GA cars,,1040,CSX; grouped by destination; no GA cars
BNSF,LHGSTL1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHGSTL1-##A,Clovis,at,St. Louis Lindenwood,,,id:1736,1040,
BNSF,LHTSTL1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,LHTSTL1-##A,Clovis,at,St. Louis Lindenwood,,,id:1736,1040,
BNSF,LPCCLO1-##K,Kansas City Argentine Yard,at,Clovis (grouped by destination).,,,,1620,Clovis (grouped by destination)
BNSF,LPCLAC1-##A,Clovis,at,Clovis,,"grouped by destination; all LA/LB ports, Oakland BNSF",id:2237,1040,
BNSF,LPCLAC1-##A,Clovis,at,Los Angeles Hobart,,,id:1007,1040,
BNSF,LPCLBE1-##L,Clovis,at,Long Beach Container Terminal BNSF,,,id:2516,1040,
BNSF,LPCLBE1-##L,Clovis,at,Long Beach Toyota BNSF Empty Autoracks,,,id:3095 class:auto class:empty,1040,
BNSF,LPCLBT1-##L,Clovis,at,Long Beach Pier T BNSF,,,id:1149,1040,
BNSF,LPCLHG1-##L,Clovis,at,LA Global South BNSF,,,id:1163,1040,
BNSF,LPCLHT1-##L,Clovis,at,LA TICTF BNSF,,,id:1146,1040,
BNSF,LPCLHW1-##L,Clovis,at,Los Angeles West Basin BNSF International Containers,,,,1040,Los Angeles West Basin BNSF International Containers
BNSF,LPCLHW1-##L,Clovis,at,Los Angeles Nissan BNSF Empty Autoracks,,,id:3105 class:auto class:empty,1040,
BNSF,LPCLPK1-##A,1505,at,Logistics Park Kansas City,,,id:2454,,
BNSF,LPCLPK1-##A,1505,at,Empty IM equipment,,,class:im,,Empty IM equipment
BNSF,LPCOIG1-##L,Clovis,at,Oakland BNSF International Containers,,,,1040,Oakland BNSF International Containers
BNSF,LPCSCO1-##L,Clovis,at,LA/LB Ports International Containers,,grouped by destination,,1040,
BNSF,LPCSEP1-##K,St. Paul Intermodal Facility,at,Seattle Harbor Island BNSF International Containers,,,,1491,Seattle Harbor Island BNSF International Containers
BNSF,LPCTAC1-##H,Minot Gavin Yard,at,Seattle,,Harbor Island and Stacy St. - no South Seattle,,1582,Harbor Island and Stacy St. - no South Seattle
BNSF,LPCTAC1-##H,Minot Gavin Yard,at,Tacoma,,,id:1502 id:1503 id:1554 id:1555 id:2626 id:2710 id:2711 id:2712 id:2714 id:3286 id:3287 id:3288,1582,
BNSF,LPCTCB1-##K,St. Paul Intermodal Facility,at,Tacoma Washington United Terminal BNSF International Containers,,,,1491,Tacoma Washington United Terminal BNSF International Containers
BNSF,LPCTCP1-##E,Minot Gavin Yard,at,Tacoma Pierce Co. Terminal BNSF International Containers,,,,1582,Tacoma Pierce Co. Terminal BNSF International Containers
BNSF,LPCTCP1-##K,St. Paul Intermodal Facility,at,Tacoma Pierce Co. Terminal BNSF International Containers,,,,1491,Tacoma Pierce Co. Terminal BNSF International Containers
BNSF,LPKLBE1-##L,Clovis,at,Long Beach Container Terminal BNSF,,,id:2516,1040,
BNSF,LPKLBE1-##L,Clovis,at,Long Beach Toyota BNSF Empty Autoracks,,,id:3095 class:auto class:empty,1040,
BNSF,LPKLBJ1-##L,Clovis,at,Long Beach PCT BNSF,,,id:2514,1040,
BNSF,LPKLBJ1-##L,Clovis,at,Long Beach Toyota BNSF Empty Autoracks,,,id:3095 class:auto class:empty,1040,
BNSF,LPKLBT1-##L,Clovis,at,Long Beach Pier T BNSF,,,id:1149,1040,
BNSF,LPKLHA1-##A,Clovis,at,LA Pier 400 BNSF,,,id:1152,1040,
BNSF,LPKLHG1-##L,Clovis,at,LA Global South BNSF,,,id:1163,1040,
BNSF,LPKLHW1-##A,Clovis,at,Los Angeles West Basin BNSF International Containers,,,,1040,Los Angeles West Basin BNSF International Containers
BNSF,LPKLHW1-##A,Clovis,at,Los Angeles Nissan BNSF Empty Autoracks,,,id:3105 class:auto class:empty,1040,
BNSF,LPKOIG1-##L,Clovis,at,Oakland BNSF International Containers,,,,1040,Oakland BNSF International Containers
BNSF,LPKSCO1-##L,Clovis,at,LA/LB Ports International Containers,,grouped by destination,,1040,
BNSF,MEMLBJ1-##L,Clovis,at,Clovis,,Oakland BNSF only --> S-CLOOIG,id:2237,1040,
BNSF,MEMLBJ1-##L,Clovis,at,Long Beach PCT BNSF,,,id:2514,1040,
BNSF,MEMLBJ1-##L,Clovis,at,Long Beach Toyota BNSF Empty Autoracks,,,id:3095 class:auto class:empty,1040,
BNSF,MEMLHT1-##A,Clovis,at,Clovis,,Oakland BNSF only --> S-CLOOIG,id:2237,1040,
BNSF,MEMLHT1-##A,Clovis,at,LA TICTF BNSF,,,id:1146,1040,
BNSF,MEMTAC1-##C,Alliance,at,Tacoma,,grouped by destination,,1356|1556,
BNSF,MINSEP1-##A,1582,at,Harbor Island,,,id:1538,,
BNSF,MINTAC1-##A,Pasco,at,Tacoma,,grouped by destination,,1573,
BNSF,NSAFTM3-##A,Fort Madison,at,Fort Madison,,grouped by destination,,1809,
BNSF,OIGALT1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
BNSF,OIGCLO1-##B,Barstow,at,Clovis,,grouped by destination,,1029,
BNSF,OIGLPC1-##A,Clovis,at,Clovis,,grouped by destination,,1040,
