railroad,symbol,yard_id,yard,verb,block
CN,35641-##,2474,Superior Pokegama Yard,pick up,Fond Du Lac
CN,35641-##,2474,Superior Pokegama Yard,pick up,Markham
CN,35641-##,3440,Stevens Point,set out,Stevens Point
CN,35641-##,3440,Stevens Point,set out,Arcadia IM
CN,35641-##,3440,Stevens Point,pick up,FDL
CN,35641-##,3440,Stevens Point,pick up,Markham
CN,35641-##,3516,North Fond Du Lac Shops Yard,set out,Fond Du Lac
CN,35641-##,3516,North Fond Du Lac Shops Yard,pick up,Markham
CN,34791-##,2474,Superior Pokegama Yard,pick up,PG sand
CN,34791-##,1610,Winnipeg Symington Yard,set out,Winnipeg
CN,35451-##,1512,Kamloops Junction,set out,Kamloops
CN,35451-##,1512,Kamloops Junction,pick up,Prince George
CN,35551-##,1512,Kamloops Junction,set out,Kamloops
CN,35551-##,1512,Kamloops Junction,pick up,Vancouver
CN,38261-##,2144,Sarnia Yard,set out,Sarnia
CN,38331-##,2144,Sarnia Yard,set out,Sarnia
CN,38331-##,1763,Toledo Lang Yard,set out,CSX Lang
CN,39491-##,1731,Battle Creek CN Yard,pick up,Toronto
CN,39491-##,2144,Sarnia Yard,pick up,Toronto
CN,39531-##,2144,Sarnia Yard,pick up,Kirk
CN,39531-##,1731,Battle Creek CN Yard,pick up,Kirk
CN,39931-##,2144,Sarnia Yard,set out,Sarnia
CN,39931-##,3523,Flint CN Yard,set out,Flint
CN,39931-##,1731,Battle Creek CN Yard,set out,Battle Creek
CN,39931-##,2026,Effingham CN,set out,Effingham
CN,39931-##,2026,Effingham CN,pick up,Pine Bluff
CN,39671-##,3456,Fulton,set out,Fulton
CN,39671-##,3628,Champaign,set out,Champaign
CN,39671-##,1731,Battle Creek CN Yard,set out,Battle Creek
CN,39671-##,3523,Flint CN Yard,set out,Flint
CN,39671-##,3523,Flint CN Yard,pick up,Sarnia
CN,39671-##,3523,Flint CN Yard,pick up,Toronto
CN,39671-##,2144,Sarnia Yard,set out,Sarnia
CN,39731-##,1571,Aldershot,set out,Aldershot
CN,39731-##,1731,Battle Creek CN Yard,set out,Battle Creek
CN,30171-##,1970,Jackson North Yard,set out,Jackson
CN,30171-##,1970,Jackson North Yard,pick up,Memphis
CN,30271-##,1970,Jackson North Yard,set out,Jackson
CN,30271-##,1970,Jackson North Yard,pick up,Baton Rouge
CN,33491-##,3628,Champaign,set out,Champaign
CN,33491-##,2026,Effingham CN,set out,Effingham
CN,33491-##,3456,Fulton,set out,Fulton
CN,31451-##,1596,Melville,set out,Melville
CN,31451-##,1646,Saskatoon Chappell Yard,set out,Saskatoon
CN,31451-##,3627,Lloydminster Aberfeldy Yard,set out,Lloydminster
CN,31451-##,1644,North Battleford,set out,North Battleford
CN,31451-##,1644,North Battleford,pick up,Winnipeg
CN,33791-##,1691,Chicago Hawthorne Yard,set out,Hawthorne
CN,33891-##,1691,Chicago Hawthorne Yard,set out,Hawthorne
CN,33681-##,1761,Neenah,set out,Neenah
CN,37231-##,3887,Les Coteaux,set out,Les Coteaux
CN,37231-##,3887,Les Coteaux,pick up,Montreal
CN,30511-##,2245,Edmundston,set out,Edmunston
CN,30511-##,2245,Edmundston,pick up,Montreal
CN,30511-##,2245,Edmundston,pick up,Toronto
CN,30511-##,1782,Montreal Taschereau Yard,set out,Montreal
CN,30511-##,1782,Montreal Taschereau Yard,pick up,Toronto
CN,30511-##,1782,Montreal Taschereau Yard,pick up,Toronto Autos
CN,30631-##,1782,Montreal Taschereau Yard,set out,Montreal
CN,30631-##,2245,Edmundston,set out,Edmunston
CN,31341-##,1644,North Battleford,set out,North Battleford
CN,31851-##,1596,Melville,set out,Melville
CN,31851-##,1596,Melville,pick up,Winnipeg
CN,31741-##,1646,Saskatoon Chappell Yard,set out,Saskatoon
CN,31741-##,1596,Melville,set out,Melville
CN,34191-##,1096,Joliet CN,set out,Joliet
CN,35791-##,3516,North Fond Du Lac Shops Yard,pick up,Stevens Point
CN,35791-##,3516,North Fond Du Lac Shops Yard,pick up,Pokegama
CN,35791-##,3516,North Fond Du Lac Shops Yard,pick up,and Winnipeg
CN,35791-##,3440,Stevens Point,set out,Stevens Point
CN,35791-##,3440,Stevens Point,set out,Arcadia IM
CN,35791-##,3440,Stevens Point,pick up,Pokegama
CN,35791-##,3440,Stevens Point,pick up,Winnipeg
CN,35791-##,2474,Superior Pokegama Yard,pick up,Winnipeg
CN,34441-##,2474,Pokegama,set out,Pokegama
CN,34581-##,2474,Pokegama,set out,Pokegama
CN,34581-##,2474,Pokegama,pick up,Winnipeg
CN,31541-##,1646,Saskatoon Chappell Yard,set out,Saskatoon
CN,31541-##,1646,Saskatoon Chappell Yard,pick up,Calgary
CN,31651-##,1596,Melville,set out,Melville
CN,31651-##,1646,Saskatoon Chappell Yard,set out,Saskatoon
CN,31651-##,1662,Edmonton CN Cloverbar Yard,set out,Edmonton
CN,33571-##,3456,Fulton,set out,Fulton
CN,33571-##,2026,Effingham CN,set out,Effingham
CN,33571-##,3628,Champaign,set out,Champaign
CN,30131-##,3523,Flint CN Yard,set out,Flint
CN,30131-##,1731,Battle Creek CN Yard,set out,Battle Creek
CN,30131-##,1731,Battle Creek CN Yard,pick up,Winnipeg
CN,38531-##,2144,Sarnia Yard,set out,Sarnia
CN,38461-##,2144,Sarnia Yard,set out,Sarnia
CN,34641-##,2388,Chicago Hawthorne Crossing,set out,Hawthorne
CN,37721-##,3887,Les Coteaux,set out,Les Coteaux
CN,37721-##,3887,Les Coteaux,pick up,Toronto
CN,32231-##,3887,Les Coteaux,set out,Les Coteaux
CN,30141-##,1646,Saskatoon Chappell Yard,set out,Saskatoon
CN,34681-##,2388,Chicago Hawthorne Crossing,set out,Hawthorne
CN,34041-##,3516,North Fond Du Lac Shops Yard,set out,Hawthorne
CN,34041-##,3516,North Fond Du Lac Shops Yard,set out,Clearing
CN,34681-##,2388,Chicago Hawthorne Crossing,set out,Hawthorne
CN,19851-##,1513,Edmonton McBain Intermodal,set out,McBain
CN,19851-##,2474,Superior Pokegama Yard,set out,Duluth
CN,19851-##,3440,Stevens Point,set out,Arcadia
CN,18651-##,1646,Saskatoon Chappell Yard,set out,Saskatoon
CN,18651-##,1610,Winnipeg Symington Yard,set out,Winnipeg
CN,19251-##,1513,Edmonton McBain Intermodal,set out,McBain
CN,19251-##,1610,Winnipeg Symington Yard,set out,Winnipeg
CN,19251-##,1096,Joliet CN,set out,Joliet
CN,19251-##,1096,Joliet CN,pick up,Markham
CN,19651-##,2026,Effingham CN,set out,Decatur
CN,19651-##,2026,Effingham CN,set out,Indianapolis
CN,19651-##,1096,Joliet,set out,Joliet
CN,19651-##,1096,Joliet,set out,Markham
CN,19651-##,2474,Pokegama,set out,Duluth
CN,19991-##,1513,Edmonton McBain/Bissell Yard,set out,Edmonton
CN,11941-##,1513,Edmonton McBain/Bissell Yard,set out,Edmonton
CN,19851-##,2474,Superior Pokegama Yard,set out,Duluth
CN,19851-##,3440,Stevens Point,set out,Arcadia
CN,77251-##,1510,Edmonton Walker Yard,pick up,Winnipeg
CN,77251-##,1610,Winnipeg Symington Yard,set out,Winnipeg
CN,47411-##,2245,Edmundston,set out,Edmundston
CN,47411-##,2245,Edmundston,pick up,Moncton
CN,47311-##,2245,Edmundston,set out,Edmundston
CN,47311-##,2245,Edmundston,pick up,Montreal
CN,35791-##,3440,Stevens Point,set out,Blocks 2
CN,35791-##,3440,Stevens Point,set out,3
CN,35791-##,3440,Stevens Point,set out,Lift Winnipeg
CN,27161-##,3628,Champaign,pick up,Effingham Autos
CN,27161-##,3628,Champaign,pick up,UP Salem Autos
CN,27161-##,2026,Effingham CN,set out,Effingham Autos
CN,27161-##,2026,Effingham CN,pick up,UP Salem Autos
CPKC,101-##,1395,Toronto Vaughan Intermodal Terminal,set out,Vaughan Intermodal
CPKC,101-##,1395,Toronto Vaughan Intermodal Terminal,pick up,Vancouver
CPKC,101-##,1395,Toronto Vaughan Intermodal Terminal,pick up,Vancouver South Shore
CPKC,101-##,1395,Toronto Vaughan Intermodal Terminal,pick up,Calgary Intermodal
CPKC,101-##,2142,Winnipeg Logan Yard,pick up,Vancouver
CPKC,101-##,2142,Winnipeg Logan Yard,pick up,Vancouver South Shore Intermodal
CPKC,101-##,1533,Calgary Shepard IM,set out,Calgary Intermodal
CPKC,101-##,1533,Calgary Shepard IM,pick up,Vancouver
CPKC,101-##,1533,Calgary Shepard IM,pick up,Vancouver South Shore Intermodal
CPKC,101-##,1854,Vancouver Intermodal Facility CPKC,set out,Vancouver Intermodal
CPKC,100-##,1533,Calgary Shepard IM,pick up,Vaughan Intermodal
CPKC,100-##,1395,Toronto Vaughan Intermodal Terminal,set out,Termont
CPKC,100-##,1395,Toronto Vaughan Intermodal Terminal,set out,Viau
CPKC,100-##,1395,Toronto Vaughan Intermodal Terminal,set out,Cast
CPKC,100-##,1395,Toronto Vaughan Intermodal Terminal,set out,Racine
CPKC,100-##,1395,Toronto Vaughan Intermodal Terminal,set out,and Vaughan
CPKC,100-##,1395,Toronto Vaughan Intermodal Terminal,pick up,Bensenville Intermodal
CPKC,100-##,1395,Toronto Vaughan Intermodal Terminal,pick up,Toronto
CPKC,119-##,1780,Montreal Lachine Yard,pick up,Edmonton
CPKC,119-##,1780,Montreal Lachine Yard,pick up,Vaughan
CPKC,119-##,1780,Montreal Lachine Yard,pick up,Roberts Bank
CPKC,119-##,1780,Montreal Lachine Yard,pick up,Regina
CPKC,119-##,1780,Montreal Lachine Yard,pick up,and Winnipeg Intermodal
CPKC,119-##,1516,Toronto Yard CPKC,set out,Toronto
CPKC,119-##,1395,Toronto Vaughan Intermodal Terminal,set out,Vaughan
CPKC,119-##,1395,Toronto Vaughan Intermodal Terminal,set out,Roberts Bank Intermodal
CPKC,119-##,1395,Toronto Vaughan Intermodal Terminal,pick up,Edmonton
CPKC,119-##,1395,Toronto Vaughan Intermodal Terminal,pick up,Calgary
CPKC,119-##,1395,Toronto Vaughan Intermodal Terminal,pick up,Winnipeg
CPKC,119-##,1395,Toronto Vaughan Intermodal Terminal,pick up,and Regina Intermodal
CPKC,119-##,2142,Winnipeg CPKC Yard,set out,Winnipeg
CPKC,119-##,2142,Winnipeg CPKC Yard,set out,Winnipeg Intermodal
CPKC,119-##,2142,Winnipeg CPKC Yard,set out,Pick up Calgary Intermodal
CPKC,119-##,2142,Winnipeg CPKC Yard,set out,Regina Intermodal
CPKC,119-##,2142,Winnipeg CPKC Yard,set out,Lambton Park
CPKC,119-##,2142,Winnipeg CPKC Yard,set out,Alyth
CPKC,119-##,2142,Winnipeg CPKC Yard,set out,and Alyth Autos
CPKC,119-##,2966,Regina CPKC Intermodal,pick up,Vancouver Intermodal
CPKC,119-##,1533,Calgary Shepard IM,set out,Calgary
CPKC,119-##,1533,Calgary Shepard IM,set out,Vancouver Intermodal
CPKC,119-##,1533,Calgary Shepard IM,pick up,Edmonton Intermodal
CPKC,119-##,1600,Calgary Alyth Yard,set out,Alyth
CPKC,119-##,1600,Calgary Alyth Yard,set out,Alyth Autos
CPKC,119-##,1600,Calgary Alyth Yard,set out,Pick up Lambton Park
CPKC,119-##,1709,Edmonton CPKC Intermodal,set out,Edmonton Intermodal
CPKC,118-##,1709,Edmonton CPKC Intermodal,set out,Edmonton Intermodal
CPKC,118-##,1709,Edmonton CPKC Intermodal,pick up,Calgary
CPKC,118-##,1709,Edmonton CPKC Intermodal,pick up,Port of Montreal
CPKC,118-##,1709,Edmonton CPKC Intermodal,pick up,Lachine
CPKC,118-##,1709,Edmonton CPKC Intermodal,pick up,Minneapolis
CPKC,118-##,1709,Edmonton CPKC Intermodal,pick up,Bensenville
CPKC,118-##,1709,Edmonton CPKC Intermodal,pick up,South Shore
CPKC,118-##,1709,Edmonton CPKC Intermodal,pick up,Vancouver
CPKC,118-##,1709,Edmonton CPKC Intermodal,pick up,Roberts Banks
CPKC,118-##,1709,Edmonton CPKC Intermodal,pick up,and Vaughan Intermodal
CPKC,118-##,1600,Calgary Alyth Yard,pick up,Calgary Intermodal
CPKC,118-##,1600,Calgary Alyth Yard,pick up,St. Luc Manifest
CPKC,118-##,1600,Calgary Alyth Yard,pick up,Toronto Manifest
CPKC,118-##,1600,Calgary Alyth Yard,pick up,and Winnipeg Manifest
CPKC,118-##,1533,Calgary Shepard IM,set out,Calgary
CPKC,118-##,1533,Calgary Shepard IM,set out,Minneapolis
CPKC,118-##,1533,Calgary Shepard IM,set out,Bensenville
CPKC,118-##,1533,Calgary Shepard IM,set out,South Shore
CPKC,118-##,1533,Calgary Shepard IM,set out,Vancouver
CPKC,118-##,1533,Calgary Shepard IM,set out,and Roberts Banks Intermodal
CPKC,118-##,1533,Calgary Shepard IM,pick up,Lachine
CPKC,118-##,1533,Calgary Shepard IM,pick up,Port of Montreal
CPKC,118-##,1533,Calgary Shepard IM,pick up,Regina
CPKC,118-##,1533,Calgary Shepard IM,pick up,and Vaughan Intermodal
CPKC,118-##,2966,Regina CPKC Intermodal,set out,Regina Intermodal
CPKC,118-##,2966,Regina CPKC Intermodal,pick up,Port of Montreal
CPKC,118-##,2966,Regina CPKC Intermodal,pick up,Vaughan Intermodal
CPKC,118-##,2142,Winnipeg CPKC Yard,set out,Winnipeg
CPKC,118-##,2142,Winnipeg CPKC Yard,pick up,St. Luc Manifest
CPKC,118-##,2142,Winnipeg CPKC Yard,pick up,Toronto Manifest
CPKC,118-##,2142,Winnipeg CPKC Yard,pick up,Port of Montreal Intermodal
CPKC,118-##,2142,Winnipeg CPKC Yard,pick up,and Vaughan Intermodal
CPKC,118-##,1395,Toronto Vaughan Intermodal Terminal,set out,Vaughan Intermodal
CPKC,118-##,1395,Toronto Vaughan Intermodal Terminal,pick up,Port of Montreal
CPKC,118-##,1395,Toronto Vaughan Intermodal Terminal,pick up,Saint John Intermodal
CPKC,118-##,1516,Toronto Yard CPKC,set out,Toronto
CPKC,118-##,1516,Toronto Yard CPKC,pick up,St. Luc Autos
CPKC,118-##,1516,Toronto Yard CPKC,pick up,St. Luc Manifest
CPKC,118-##,1516,Toronto Yard CPKC,pick up,Saint John
CPKC,118-##,1516,Toronto Yard CPKC,pick up,Port of Montreal Intermodal
CPKC,118-##,1781,Montreal St. Luc Yard,set out,St. Luc Manifest
CPKC,118-##,1781,Montreal St. Luc Yard,set out,St. Luc Autos
CPKC,118-##,1781,Montreal St. Luc Yard,set out,Lachine Intermodal
CPKC,118-##,1781,Montreal St. Luc Yard,set out,Saint John Intermodal
CPKC,113-##,1780,Montreal Lachine Yard,set out,Lachine Intermodal
CPKC,113-##,1780,Montreal Lachine Yard,pick up,Vancouver
CPKC,113-##,1780,Montreal Lachine Yard,pick up,Ragina
CPKC,113-##,1780,Montreal Lachine Yard,pick up,Calgary
CPKC,113-##,1780,Montreal Lachine Yard,pick up,Vaughan
CPKC,113-##,1780,Montreal Lachine Yard,pick up,Winnipeg
CPKC,113-##,1780,Montreal Lachine Yard,pick up,Edmonton
CPKC,113-##,1780,Montreal Lachine Yard,pick up,South Shore
CPKC,113-##,1780,Montreal Lachine Yard,pick up,and Roberts Bank Intermodal
CPKC,113-##,1395,Toronto Vaughan Intermodal Terminal,set out,Vaughan
CPKC,113-##,1395,Toronto Vaughan Intermodal Terminal,set out,Winnipeg
CPKC,113-##,1395,Toronto Vaughan Intermodal Terminal,set out,Edmonton
CPKC,113-##,1395,Toronto Vaughan Intermodal Terminal,set out,Roberts Bank Intermodal
CPKC,113-##,1395,Toronto Vaughan Intermodal Terminal,pick up,Regina
CPKC,113-##,1395,Toronto Vaughan Intermodal Terminal,pick up,South Shore Intermodal
CPKC,113-##,2142,Winnipeg CPKC Yard,pick up,Coquitlam Auto
CPKC,113-##,2966,Regina CPKC Intermodal,set out,Regina Intermodal
CPKC,113-##,2966,Regina CPKC Intermodal,pick up,Vancouver
CPKC,113-##,2966,Regina CPKC Intermodal,pick up,South Shore Intermodal
CPKC,113-##,1533,Calgary Shepard IM,set out,Calgary Intermodal
CPKC,113-##,1533,Calgary Shepard IM,pick up,South Shore Intermodal
CPKC,113-##,1854,Vancouver Intermodal Facility CPKC,set out,Vancouver Intermodal
CPKC,112-##,1533,Calgary Shepard IM,set out,Calgary
CPKC,112-##,1533,Calgary Shepard IM,set out,and Edmonton IM
CPKC,112-##,1533,Calgary Shepard IM,pick up,Winnipeg
CPKC,112-##,1533,Calgary Shepard IM,pick up,Regina
CPKC,112-##,1533,Calgary Shepard IM,pick up,and Lachine IM
CPKC,112-##,2966,Regina CPKC Intermodal,set out,Regina Intermodal
CPKC,112-##,2966,Regina CPKC Intermodal,pick up,Lachine Intermodal
CPKC,112-##,2142,Winnipeg CPKC Yard,set out,Winnipeg Intermodal
CPKC,112-##,2142,Winnipeg CPKC Yard,pick up,Lachine Intermodal
CPKC,112-##,1516,Toronto Yard CPKC,pick up,Lachine Intermodal
CPKC,112-##,1780,Montreal Lachine Yard,set out,Lachine Intermodal
CPKC,137-##,3761,Ayr Wolverton Yard,set out,Cambridge
CPKC,137-##,3761,Ayr Wolverton Yard,set out,Woodstock
CPKC,137-##,3761,Ayr Wolverton Yard,set out,and Wolverton Auto
CPKC,137-##,3761,Ayr Wolverton Yard,pick up,Gibson Loaded Auto
CPKC,137-##,2429,Windsor Walkerville,pick up,Gibson Loaded Auto
CPKC,148-##,1533,Calgary Shepard IM,set out,Calgary
CPKC,148-##,1533,Calgary Shepard IM,set out,Lachine
CPKC,148-##,1533,Calgary Shepard IM,set out,Edmonton
CPKC,148-##,1533,Calgary Shepard IM,set out,Regina
CPKC,148-##,1533,Calgary Shepard IM,set out,and Winnipeg Intermodal
CPKC,148-##,1533,Calgary Shepard IM,pick up,Detroit
CPKC,148-##,1533,Calgary Shepard IM,pick up,Minneapolis
CPKC,148-##,1533,Calgary Shepard IM,pick up,and Bensenville Intermodal
CPKC,148-##,1671,Minneapolis Shoreham Yard,set out,Minneapolis Intermodal
CPKC,148-##,1671,Minneapolis Shoreham Yard,pick up,Lachine
CPKC,148-##,1671,Minneapolis Shoreham Yard,pick up,Vaughan
CPKC,148-##,1671,Minneapolis Shoreham Yard,pick up,Racine
CPKC,148-##,1671,Minneapolis Shoreham Yard,pick up,Cast
CPKC,148-##,1671,Minneapolis Shoreham Yard,pick up,Termont
CPKC,148-##,1671,Minneapolis Shoreham Yard,pick up,Viau
CPKC,148-##,1671,Minneapolis Shoreham Yard,pick up,Saint John
CPKC,148-##,1671,Minneapolis Shoreham Yard,pick up,and Bensenville Intermodal
CPKC,149-##,1671,Minneapolis Shoreham Yard,set out,Minneapolis Intermodal
CPKC,149-##,1671,Minneapolis Shoreham Yard,pick up,Calgary
CPKC,149-##,1671,Minneapolis Shoreham Yard,pick up,Vancouver
CPKC,149-##,1671,Minneapolis Shoreham Yard,pick up,South Shore
CPKC,149-##,1671,Minneapolis Shoreham Yard,pick up,and Roberts Bank Intermodal
CPKC,149-##,1533,Calgary Shepard IM,set out,Calgary
CPKC,149-##,1533,Calgary Shepard IM,set out,Edmonton
CPKC,149-##,1533,Calgary Shepard IM,set out,Vancouver
CPKC,149-##,1533,Calgary Shepard IM,set out,South Shore Intermodal
CPKC,149-##,1533,Calgary Shepard IM,pick up,Roberts Bank Intermodal
CPKC,149-##,1600,Calgary Alyth Yard,set out,Alyth Autos
CPKC,149-##,2713,Kamloops CPKC Yard,set out,Coquitlam Autos
CPKC,149-##,2713,Kamloops CPKC Yard,pick up,Roberts Bank Intermodal
CPKC,133-##,1516,Toronto Yard CPKC,set out,Detroit Intermodal
CPKC,133-##,1516,Toronto Yard CPKC,set out,Pick up Buffalo Intermodal
CPKC,133-##,1516,Toronto Yard CPKC,set out,Bensenville Intermodal
CPKC,133-##,1516,Toronto Yard CPKC,set out,and Bensenville Empty Auto
CPKC,133-##,1860,Buffalo Seneca Yard,set out,Buffalo Intermodal
CPKC,133-##,1860,Buffalo Seneca Yard,pick up,Bensenville Intermodal
CPKC,133-##,1860,Buffalo Seneca Yard,pick up,Manifest
CPKC,132-##,1516,Toronto Yard CPKC,set out,Vaughan Intermodal
CPKC,132-##,1516,Toronto Yard CPKC,set out,Toronto Auto
CPKC,132-##,1516,Toronto Yard CPKC,pick up,Racine
CPKC,132-##,1516,Toronto Yard CPKC,pick up,Termont
CPKC,132-##,1516,Toronto Yard CPKC,pick up,Cast
CPKC,132-##,1516,Toronto Yard CPKC,pick up,Viau
CPKC,132-##,1516,Toronto Yard CPKC,pick up,and Saint John Intermodal
CPKC,132-##,1781,Montreal St. Luc Yard,set out,Saint John Intermodal
CPKC,132-##,1781,Montreal St. Luc Yard,set out,Lachine Intermodal
CPKC,132-##,1781,Montreal St. Luc Yard,set out,and St. Luc
CPKC,132-##,1781,Montreal St. Luc Yard,pick up,POM Manifest
CPKC,132-##,1781,Montreal St. Luc Yard,pick up,Intermodal
CPKC,104-##,1533,Calgary Shepard IM,pick up,Vaughan Intermodal
CPKC,104-##,2966,Regina CPKC Intermodal,pick up,Vaughan Intermodal
CPKC,104-##,1395,Toronto Vaughan Intermodal Terminal,set out,Vaughan Intermodal
CPKC,134-##,2429,Windsor Walkerville,pick up,Toronto
CPKC,134-##,2429,Windsor Walkerville,pick up,Sudbury
CPKC,134-##,2429,Windsor Walkerville,pick up,St. Luc Manifest
CPKC,134-##,2429,Windsor Walkerville,pick up,Toronto Auto
CPKC,134-##,3761,Ayr Wolverton Yard,set out,Wolverton Auto
CPKC,134-##,3761,Ayr Wolverton Yard,pick up,Toronto Auto
CPKC,135-##,3761,Ayr Wolverton Yard,pick up,Rougemere
CPKC,135-##,3761,Ayr Wolverton Yard,pick up,Oakwood Auto
CPKC,135-##,2429,Windsor Walkerville,set out,Windsor
CPKC,135-##,2429,Windsor Walkerville,set out,Rougemere
CPKC,135-##,2429,Windsor Walkerville,set out,Oakwood Auto
CPKC,120-##,2107,Farnham,set out,Farnham
CPKC,120-##,2107,Farnham,pick up,Sherbrooke
CPKC,120-##,2107,Farnham,pick up,Brownville Junction
CPKC,120-##,2268,Sherbrooke,set out,Sherbrooke
CPKC,120-##,2268,Sherbrooke,pick up,Brownville Junction
CPKC,120-##,1123,Brownville Jct,set out,Brownville Junction
CPKC,120-##,1123,Brownville Jct,pick up,Saint John
CPKC,121-##,2268,Sherbrooke,set out,Sherbrooke
CPKC,121-##,2268,Sherbrooke,pick up,Farnham
CPKC,121-##,2268,Sherbrooke,pick up,St. Luc
CPKC,121-##,2107,Farnham,set out,Farnham
CPKC,121-##,2107,Farnham,pick up,St. Luc
CPKC,167-##,1153,Shreveport Deramus Yard,set out,Shreveport
CPKC,167-##,1153,Shreveport Deramus Yard,pick up,Wylie Autos
CPKC,167-##,1153,Shreveport Deramus Yard,pick up,Manifest
CPKC,167-##,1153,Shreveport Deramus Yard,pick up,and Intermodal
CPKC,105-##,1395,Toronto Vaughan Intermodal Terminal,pick up,Roberts Bank Intermodal
CPKC,105-##,2142,Winnipeg CPKC Yard,pick up,Alyth
CPKC,105-##,2142,Winnipeg CPKC Yard,pick up,Alyth Autos
CPKC,105-##,2142,Winnipeg CPKC Yard,pick up,and Roberts Bank Intermodal
CPKC,105-##,2966,Regina CPKC Intermodal,pick up,Roberts Bank Intermodal
CPKC,105-##,1533,Calgary Shepard IM,pick up,Roberts Bank Intermodal
CPKC,105-##,1600,Calgary Alyth Yard,set out,Alyth
CPKC,105-##,1600,Calgary Alyth Yard,set out,Alyth Auto
CPKC,106-##,1516,Toronto Yard CPKC,set out,Toronto Auto
CPKC,106-##,1516,Toronto Yard CPKC,pick up,St. Luc Manifest
CPKC,106-##,1516,Toronto Yard CPKC,pick up,Autos
CPKC,180-##,2336,Kansas City International Freight Gateway,set out,Wylie Intermodal
CPKC,180-##,2336,Kansas City International Freight Gateway,set out,KC IFG Loaded Autos
CPKC,180-##,2336,Kansas City International Freight Gateway,set out,KC IFG Intermodal
CPKC,180-##,1153,Shreveport Deramus Yard,set out,Wylie Intermodal
CPKC,180-##,1153,Shreveport Deramus Yard,pick up,Laredo
CPKC,180-##,1153,Shreveport Deramus Yard,pick up,Mexico Laredo Intermodal
CPKC,180-##,2557,Kendleton,pick up,Laredo
CPKC,180-##,2557,Kendleton,pick up,Mexico Laredo Intermodal
CPKC,180-##,2050,Laredo CPKC Yard,set out,Laredo Intermodal
CPKC,180-##,2050,Laredo CPKC Yard,pick up,Mexico Laredo Intermodal
CPKC,181-##,2557,Kendleton,set out,Kendleton Intermodal
CPKC,181-##,1153,Shreveport Deramus Yard,set out,Wylie
CPKC,181-##,1153,Shreveport Deramus Yard,set out,Meridian
CPKC,181-##,1153,Shreveport Deramus Yard,set out,Austell
CPKC,181-##,1153,Shreveport Deramus Yard,set out,and Jackson Intermodal
CPKC,181-##,2336,Kansas City International Freight Gateway,set out,KC IFG
CPKC,181-##,2336,Kansas City International Freight Gateway,set out,Minneapolis Intermodal
CPKC,181-##,2336,Kansas City International Freight Gateway,pick up,Bensenville Intermodal
CPKC,146-##,1854,Vancouver Intermodal Facility CPKC,pick up,Calgary
CPKC,146-##,1854,Vancouver Intermodal Facility CPKC,pick up,Minneapolis
CPKC,146-##,1854,Vancouver Intermodal Facility CPKC,pick up,Bensenville
CPKC,146-##,1854,Vancouver Intermodal Facility CPKC,pick up,Detroit
CPKC,146-##,1854,Vancouver Intermodal Facility CPKC,pick up,Wylie
CPKC,146-##,1854,Vancouver Intermodal Facility CPKC,pick up,and Mexico Laredo Intermodal
CPKC,146-##,1600,Calgary Alyth Yard,set out,Alyth
CPKC,146-##,1600,Calgary Alyth Yard,pick up,Bensenville Manifest
CPKC,146-##,1533,Calgary Shepard IM,set out,Calgary Intermodal
CPKC,146-##,1533,Calgary Shepard IM,pick up,Minneapolis
CPKC,146-##,1533,Calgary Shepard IM,pick up,Bensenville Intermodal
CPKC,146-##,1671,Minneapolis Shoreham Yard,set out,Minneapolis Intermodal
CPKC,146-##,1671,Minneapolis Shoreham Yard,pick up,Bensenville Intermodal
CPKC,184-##,2050,Laredo CPKC Yard,set out,Laredo Intermodal
CPKC,114-##,1533,Calgary Shepard IM,set out,Calgary
CPKC,114-##,1533,Calgary Shepard IM,set out,Edmonton Intermodal
CPKC,114-##,1533,Calgary Shepard IM,pick up,Vaughan
CPKC,114-##,1533,Calgary Shepard IM,pick up,Lachine
CPKC,114-##,1533,Calgary Shepard IM,pick up,and POM Intermodal
CPKC,114-##,2966,Regina CPKC Intermodal,set out,Regina Intermodal
CPKC,114-##,2966,Regina CPKC Intermodal,pick up,Vaughan
